Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,15511 BCE,193
World,OWID_WRL,15485 BCE,190.76
World,OWID_WRL,15460 BCE,191.89
World,OWID_WRL,15435 BCE,193.02
World,OWID_WRL,15410 BCE,190.5
World,OWID_WRL,15362 BCE,194.65
World,OWID_WRL,15338 BCE,195.88
World,OWID_WRL,15286 BCE,198.29
World,OWID_WRL,15214 BCE,198.63
World,OWID_WRL,15142 BCE,202.1
World,OWID_WRL,15045 BCE,204.32
World,OWID_WRL,14979 BCE,202.93
World,OWID_WRL,14919 BCE,205.19
World,OWID_WRL,14848 BCE,205.53
World,OWID_WRL,14784 BCE,210.25
World,OWID_WRL,14706 BCE,213.15
World,OWID_WRL,14640 BCE,208.46
World,OWID_WRL,14604 BCE,208.65
World,OWID_WRL,14560 BCE,207.95
World,OWID_WRL,14522 BCE,213.94
World,OWID_WRL,14508 BCE,217.19
World,OWID_WRL,14481 BCE,211.79
World,OWID_WRL,14461 BCE,212.95
World,OWID_WRL,14442 BCE,209.51
World,OWID_WRL,14425 BCE,211.21
World,OWID_WRL,14404 BCE,214.83
World,OWID_WRL,14387 BCE,212.43
World,OWID_WRL,14367 BCE,214.6
World,OWID_WRL,14347 BCE,212.84
World,OWID_WRL,14329 BCE,214.22
World,OWID_WRL,14311 BCE,218.56
World,OWID_WRL,14291 BCE,220.49
World,OWID_WRL,14273 BCE,223.24
World,OWID_WRL,14259 BCE,227.32
World,OWID_WRL,14237 BCE,221.49
World,OWID_WRL,14217 BCE,226.19
World,OWID_WRL,14201 BCE,224.86
World,OWID_WRL,14164 BCE,222.41
World,OWID_WRL,14133 BCE,224.24
World,OWID_WRL,14084 BCE,224.48
World,OWID_WRL,14065 BCE,222.39
World,OWID_WRL,14049 BCE,224.41
World,OWID_WRL,14045 BCE,223.72
World,OWID_WRL,13987 BCE,223.77
World,OWID_WRL,13970 BCE,223.51
World,OWID_WRL,13895 BCE,222.36
World,OWID_WRL,13818 BCE,224.86
World,OWID_WRL,13755 BCE,222.16
World,OWID_WRL,13699 BCE,222.76
World,OWID_WRL,13596 BCE,223.53
World,OWID_WRL,13513 BCE,223.27
World,OWID_WRL,13460 BCE,224.74
World,OWID_WRL,13433 BCE,225.39
World,OWID_WRL,13395 BCE,228.92
World,OWID_WRL,13371 BCE,227.64
World,OWID_WRL,13331 BCE,225.77
World,OWID_WRL,13293 BCE,228.27
World,OWID_WRL,13269 BCE,230.18
World,OWID_WRL,13231 BCE,227.84
World,OWID_WRL,13207 BCE,228.81
World,OWID_WRL,13184 BCE,229.67
World,OWID_WRL,13146 BCE,234.47
World,OWID_WRL,13123 BCE,228.99
World,OWID_WRL,13085 BCE,225.38
World,OWID_WRL,13061 BCE,228.37
World,OWID_WRL,13037 BCE,227.65
World,OWID_WRL,13026 BCE,229.79
World,OWID_WRL,13004 BCE,228.89
World,OWID_WRL,12979 BCE,228.47
World,OWID_WRL,12966 BCE,228.36
World,OWID_WRL,12954 BCE,228.72
World,OWID_WRL,12942 BCE,230.63
World,OWID_WRL,12931 BCE,227.85
World,OWID_WRL,12919 BCE,232.22
World,OWID_WRL,12908 BCE,233.17
World,OWID_WRL,12895 BCE,227.87
World,OWID_WRL,12885 BCE,228.4
World,OWID_WRL,12872 BCE,226.51
World,OWID_WRL,12861 BCE,227.58
World,OWID_WRL,12849 BCE,228.5
World,OWID_WRL,12838 BCE,227.79
World,OWID_WRL,12826 BCE,227.39
World,OWID_WRL,12813 BCE,224.64
World,OWID_WRL,12809 BCE,227.9
World,OWID_WRL,12793 BCE,231.48
World,OWID_WRL,12781 BCE,234.54
World,OWID_WRL,12768 BCE,230.53
World,OWID_WRL,12757 BCE,228.18
World,OWID_WRL,12747 BCE,228.91
World,OWID_WRL,12736 BCE,237.49
World,OWID_WRL,12725 BCE,234.34
World,OWID_WRL,12714 BCE,233.42
World,OWID_WRL,12702 BCE,234.62
World,OWID_WRL,12695 BCE,238.12
World,OWID_WRL,12680 BCE,240.1
World,OWID_WRL,12669 BCE,237.97
World,OWID_WRL,12656 BCE,237.59
World,OWID_WRL,12645 BCE,235.31
World,OWID_WRL,12636 BCE,237.97
World,OWID_WRL,12626 BCE,239.77
World,OWID_WRL,12614 BCE,239.86
World,OWID_WRL,12603 BCE,241.73
World,OWID_WRL,12592 BCE,235.83
World,OWID_WRL,12581 BCE,243.17
World,OWID_WRL,12571 BCE,241.14
World,OWID_WRL,12547 BCE,242.06
World,OWID_WRL,12514 BCE,238.61
World,OWID_WRL,12493 BCE,240.95
World,OWID_WRL,12472 BCE,242.6
World,OWID_WRL,12461 BCE,242.55
World,OWID_WRL,12425 BCE,240.33
World,OWID_WRL,12404 BCE,238.39
World,OWID_WRL,12393 BCE,242.08
World,OWID_WRL,12359 BCE,235.8
World,OWID_WRL,12349 BCE,239.04
World,OWID_WRL,12323 BCE,240.21
World,OWID_WRL,12287 BCE,236.6
World,OWID_WRL,12256 BCE,238.36
World,OWID_WRL,12230 BCE,239.36
World,OWID_WRL,12207 BCE,239.24
World,OWID_WRL,12170 BCE,236.4
World,OWID_WRL,12134 BCE,232.88
World,OWID_WRL,12110 BCE,241.27
World,OWID_WRL,12073 BCE,237.87
World,OWID_WRL,12052 BCE,235.92
World,OWID_WRL,11990 BCE,240.57
World,OWID_WRL,11922 BCE,237.95
World,OWID_WRL,11877 BCE,239.08
World,OWID_WRL,11809 BCE,241.11
World,OWID_WRL,11763 BCE,241.59
World,OWID_WRL,11695 BCE,238.55
World,OWID_WRL,11651 BCE,243.86
World,OWID_WRL,11582 BCE,235.83
World,OWID_WRL,11537 BCE,240.25
World,OWID_WRL,11468 BCE,237.83
World,OWID_WRL,11354 BCE,236.86
World,OWID_WRL,11317 BCE,240.42
World,OWID_WRL,11266 BCE,239.41
World,OWID_WRL,11223 BCE,236.91
World,OWID_WRL,11178 BCE,234.82
World,OWID_WRL,11138 BCE,241.56
World,OWID_WRL,11117 BCE,237.91
World,OWID_WRL,11094 BCE,238.86
World,OWID_WRL,11072 BCE,234.68
World,OWID_WRL,11051 BCE,239.42
World,OWID_WRL,11031 BCE,237.15
World,OWID_WRL,11010 BCE,240.71
World,OWID_WRL,10989 BCE,238.18
World,OWID_WRL,10967 BCE,238.79
World,OWID_WRL,10943 BCE,239.44
World,OWID_WRL,10924 BCE,241.24
World,OWID_WRL,10903 BCE,239.35
World,OWID_WRL,10880 BCE,242.15
World,OWID_WRL,10859 BCE,242.23
World,OWID_WRL,10836 BCE,241.5
World,OWID_WRL,10813 BCE,240.02
World,OWID_WRL,10790 BCE,247.3
World,OWID_WRL,10770 BCE,241.59
World,OWID_WRL,10747 BCE,244.24
World,OWID_WRL,10724 BCE,242.53
World,OWID_WRL,10704 BCE,243.95
World,OWID_WRL,10680 BCE,246.94
World,OWID_WRL,10658 BCE,248.09
World,OWID_WRL,10637 BCE,247.02
World,OWID_WRL,10615 BCE,244.27
World,OWID_WRL,10594 BCE,249.92
World,OWID_WRL,10571 BCE,246.74
World,OWID_WRL,10546 BCE,244.42
World,OWID_WRL,10525 BCE,246.18
World,OWID_WRL,10505 BCE,245.83
World,OWID_WRL,10482 BCE,247.67
World,OWID_WRL,10459 BCE,246.4
World,OWID_WRL,10438 BCE,243
World,OWID_WRL,10415 BCE,244.31
World,OWID_WRL,10393 BCE,246.97
World,OWID_WRL,10371 BCE,250.73
World,OWID_WRL,10351 BCE,248.92
World,OWID_WRL,10331 BCE,249.38
World,OWID_WRL,10306 BCE,248.95
World,OWID_WRL,10283 BCE,249.23
World,OWID_WRL,10261 BCE,249.65
World,OWID_WRL,10240 BCE,250.97
World,OWID_WRL,10218 BCE,251.42
World,OWID_WRL,10196 BCE,251.14
World,OWID_WRL,10175 BCE,253.02
World,OWID_WRL,10155 BCE,255.66
World,OWID_WRL,10130 BCE,251.03
World,OWID_WRL,10109 BCE,253.1
World,OWID_WRL,10087 BCE,248.41
World,OWID_WRL,10066 BCE,247.85
World,OWID_WRL,10041 BCE,255.39
World,OWID_WRL,10020 BCE,253.99
World,OWID_WRL,9998 BCE,248.92
World,OWID_WRL,9977 BCE,258.57
World,OWID_WRL,9955 BCE,255.9
World,OWID_WRL,9933 BCE,251.56
World,OWID_WRL,9913 BCE,253.63
World,OWID_WRL,9893 BCE,254.31
World,OWID_WRL,9871 BCE,257.17
World,OWID_WRL,9853 BCE,258.53
World,OWID_WRL,9831 BCE,258.25
World,OWID_WRL,9809 BCE,258.74
World,OWID_WRL,9791 BCE,255.89
World,OWID_WRL,9770 BCE,256.04
World,OWID_WRL,9751 BCE,253.99
World,OWID_WRL,9733 BCE,254.62
World,OWID_WRL,9715 BCE,247.55
World,OWID_WRL,9698 BCE,257.13
World,OWID_WRL,9679 BCE,266.22
World,OWID_WRL,9661 BCE,261.3
World,OWID_WRL,9642 BCE,260.7
World,OWID_WRL,9626 BCE,267.09
World,OWID_WRL,9610 BCE,262.74
World,OWID_WRL,9594 BCE,266.9
World,OWID_WRL,9574 BCE,269.51
World,OWID_WRL,9557 BCE,267.66
World,OWID_WRL,9540 BCE,267.17
World,OWID_WRL,9523 BCE,269.1
World,OWID_WRL,9503 BCE,268.87
World,OWID_WRL,9486 BCE,270.14
World,OWID_WRL,9467 BCE,264.48
World,OWID_WRL,9450 BCE,268.16
World,OWID_WRL,9433 BCE,264.84
World,OWID_WRL,9389 BCE,264.81
World,OWID_WRL,9367 BCE,264.1
World,OWID_WRL,9307 BCE,264.4
World,OWID_WRL,9251 BCE,265.3
World,OWID_WRL,9236 BCE,265
World,OWID_WRL,9211 BCE,264.8
World,OWID_WRL,9140 BCE,264.8
World,OWID_WRL,9004 BCE,267.6
World,OWID_WRL,8886 BCE,265.1
World,OWID_WRL,8852 BCE,266
World,OWID_WRL,8730 BCE,266.9
World,OWID_WRL,8556 BCE,267.5
World,OWID_WRL,8417 BCE,264.9
World,OWID_WRL,8350 BCE,265.7
World,OWID_WRL,8243 BCE,263.4
World,OWID_WRL,8185 BCE,264
World,OWID_WRL,8043 BCE,264.2
World,OWID_WRL,7951 BCE,264.4
World,OWID_WRL,7623 BCE,263.8
World,OWID_WRL,7606 BCE,263
World,OWID_WRL,7574 BCE,260.9
World,OWID_WRL,7568 BCE,260.6
World,OWID_WRL,7487 BCE,265.2
World,OWID_WRL,7411 BCE,263.8
World,OWID_WRL,7345 BCE,263.7
World,OWID_WRL,7193 BCE,262
World,OWID_WRL,7110 BCE,259.3
World,OWID_WRL,7043 BCE,260.4
World,OWID_WRL,6962 BCE,260.9
World,OWID_WRL,6831 BCE,259
World,OWID_WRL,6761 BCE,261.8
World,OWID_WRL,6597 BCE,260.7
World,OWID_WRL,6510 BCE,261.3
World,OWID_WRL,6402 BCE,258.3
World,OWID_WRL,6245 BCE,259.3
World,OWID_WRL,6166 BCE,259.6
World,OWID_WRL,6026 BCE,260.8
World,OWID_WRL,5976 BCE,259.2
World,OWID_WRL,5910 BCE,259.7
World,OWID_WRL,5770 BCE,260.4
World,OWID_WRL,5711 BCE,260.1
World,OWID_WRL,5548 BCE,258.4
World,OWID_WRL,5455 BCE,260.7
World,OWID_WRL,5324 BCE,263
World,OWID_WRL,5238 BCE,262.3
World,OWID_WRL,5088 BCE,257.6
World,OWID_WRL,5020 BCE,258.1
World,OWID_WRL,4930 BCE,262.9
World,OWID_WRL,4820 BCE,262.1
World,OWID_WRL,4733 BCE,259.4
World,OWID_WRL,4622 BCE,261.1
World,OWID_WRL,4451 BCE,261.2
World,OWID_WRL,4387 BCE,262.7
World,OWID_WRL,4352 BCE,263.2
World,OWID_WRL,4140 BCE,265.5
World,OWID_WRL,4049 BCE,266.7
World,OWID_WRL,3984 BCE,260.7
World,OWID_WRL,3902 BCE,265.5
World,OWID_WRL,3808 BCE,265.9
World,OWID_WRL,3631 BCE,267.6
World,OWID_WRL,3583 BCE,265.2
World,OWID_WRL,3408 BCE,265.3
World,OWID_WRL,3361 BCE,267.6
World,OWID_WRL,3269 BCE,269.8
World,OWID_WRL,3137 BCE,268.6
World,OWID_WRL,3032 BCE,269.3
World,OWID_WRL,2971 BCE,270.7
World,OWID_WRL,2823 BCE,271.5
World,OWID_WRL,2697 BCE,269.8
World,OWID_WRL,2643 BCE,269.1
World,OWID_WRL,2544 BCE,271.1
World,OWID_WRL,2393 BCE,271.5
World,OWID_WRL,2325 BCE,272.8
World,OWID_WRL,2256 BCE,271.6
World,OWID_WRL,2159 BCE,271.7
World,OWID_WRL,2019 BCE,274.9
World,OWID_WRL,1906 BCE,275.4
World,OWID_WRL,1857 BCE,271.5
World,OWID_WRL,1743 BCE,273
World,OWID_WRL,1694 BCE,273.4
World,OWID_WRL,1578 BCE,275
World,OWID_WRL,1481 BCE,274
World,OWID_WRL,1334 BCE,273.1
World,OWID_WRL,1306 BCE,276.3
World,OWID_WRL,1107 BCE,274.6
World,OWID_WRL,999 BCE,276.3
World,OWID_WRL,955 BCE,274.7
World,OWID_WRL,852 BCE,275.3
World,OWID_WRL,758 BCE,278.9
World,OWID_WRL,678 BCE,273.9
World,OWID_WRL,576 BCE,277.9
World,OWID_WRL,464 BCE,277.6
World,OWID_WRL,316 BCE,276.7
World,OWID_WRL,284 BCE,276.7
World,OWID_WRL,143 BCE,276.9
World,OWID_WRL,50 BCE,278
World,OWID_WRL,1,276.7
World,OWID_WRL,30,277.9
World,OWID_WRL,56,277.4
World,OWID_WRL,104,277.5
World,OWID_WRL,136,278.1
World,OWID_WRL,154,278.07
World,OWID_WRL,175,277.56
World,OWID_WRL,241,280.25
World,OWID_WRL,266,278.31
World,OWID_WRL,274,280.24
World,OWID_WRL,296,280.91
World,OWID_WRL,318,281.69
World,OWID_WRL,357,277.8
World,OWID_WRL,384,277.25
World,OWID_WRL,406,279.13
World,OWID_WRL,437,280
World,OWID_WRL,488,277.11
World,OWID_WRL,518,276.79
World,OWID_WRL,552,276.56
World,OWID_WRL,557,278.46
World,OWID_WRL,582,276.2
World,OWID_WRL,615,277.87
World,OWID_WRL,637,279.59
World,OWID_WRL,669,278.45
World,OWID_WRL,701,277.1
World,OWID_WRL,730,279.99
World,OWID_WRL,762,279.29
World,OWID_WRL,793,279.72
World,OWID_WRL,822,278.62
World,OWID_WRL,875,279.42
World,OWID_WRL,914,280.11
World,OWID_WRL,958,277.41
World,OWID_WRL,983,278.74
World,OWID_WRL,1018,279.8
World,OWID_WRL,1019,280.06
World,OWID_WRL,1040,280.92
World,OWID_WRL,1049,280.97
World,OWID_WRL,1070,282.84
World,OWID_WRL,1099,283.09
World,OWID_WRL,1116,282.84
World,OWID_WRL,1146,284.51
World,OWID_WRL,1166,283.97
World,OWID_WRL,1200,284.54
World,OWID_WRL,1211,283.69
World,OWID_WRL,1251,282.41
World,OWID_WRL,1260,282.2
World,OWID_WRL,1278,278.43
World,OWID_WRL,1307,281.58
World,OWID_WRL,1330,284.07
World,OWID_WRL,1349,278.36
World,OWID_WRL,1390,280.91
World,OWID_WRL,1411,279.7
World,OWID_WRL,1429,279.73
World,OWID_WRL,1449,282.23
World,OWID_WRL,1469,280.31
World,OWID_WRL,1502,283.12
World,OWID_WRL,1530,283.95
World,OWID_WRL,1550,283.53
World,OWID_WRL,1560,281.83
World,OWID_WRL,1573,282.57
World,OWID_WRL,1588,281.11
World,OWID_WRL,1591,279.36
World,OWID_WRL,1603,275.07
World,OWID_WRL,1609,271.11
World,OWID_WRL,1629,273.78
World,OWID_WRL,1640,276.69
World,OWID_WRL,1649,278.02
World,OWID_WRL,1682,276.66
World,OWID_WRL,1690,276.32
World,OWID_WRL,1694,277.36
World,OWID_WRL,1723,277.64
World,OWID_WRL,1734,278.31
World,OWID_WRL,1741,276.81
World,OWID_WRL,1749,277.6
World,OWID_WRL,1752,277.23
World,OWID_WRL,1763,277.16
World,OWID_WRL,1764,276.4
World,OWID_WRL,1773,277.86
World,OWID_WRL,1779,280.24
World,OWID_WRL,1780,273.07
World,OWID_WRL,1794,281.62
World,OWID_WRL,1796,281.35
World,OWID_WRL,1799,282.8
World,OWID_WRL,1814,284.43
World,OWID_WRL,1825,281.36
World,OWID_WRL,1827,285.91
World,OWID_WRL,1833,284.45
World,OWID_WRL,1837,284.15
World,OWID_WRL,1841,283.65
World,OWID_WRL,1843,281.58
World,OWID_WRL,1844,283.53
World,OWID_WRL,1845,283.18
World,OWID_WRL,1846,283.62
World,OWID_WRL,1847,286.84
World,OWID_WRL,1850,284
World,OWID_WRL,1851,287.13
World,OWID_WRL,1854,288.05
World,OWID_WRL,1855,285.57
World,OWID_WRL,1857,283.16
World,OWID_WRL,1859,286.63
World,OWID_WRL,1862,287.17
World,OWID_WRL,1863,285.35
World,OWID_WRL,1864,286.65
World,OWID_WRL,1867,285.05
World,OWID_WRL,1868,288.76
World,OWID_WRL,1870,287.16
World,OWID_WRL,1873,286.66
World,OWID_WRL,1874,291.56
World,OWID_WRL,1877,289.33
World,OWID_WRL,1880,287.77
World,OWID_WRL,1883,292.46
World,OWID_WRL,1884,289.49
World,OWID_WRL,1886,288.12
World,OWID_WRL,1887,294.34
World,OWID_WRL,1889,292.34
World,OWID_WRL,1890,290.92
World,OWID_WRL,1892,295.17
World,OWID_WRL,1893,295.09
World,OWID_WRL,1894,293.49
World,OWID_WRL,1899,296.16
World,OWID_WRL,1900,294.22
World,OWID_WRL,1902,295.61
World,OWID_WRL,1904,295.99
World,OWID_WRL,1905,299.02
World,OWID_WRL,1906,298.48
World,OWID_WRL,1909,301.5
World,OWID_WRL,1910,297.87
World,OWID_WRL,1911,298.36
World,OWID_WRL,1913,301.3
World,OWID_WRL,1914,300.7
World,OWID_WRL,1916,301.92
World,OWID_WRL,1918,303.85
World,OWID_WRL,1919,304.61
World,OWID_WRL,1920,301.88
World,OWID_WRL,1923,304.69
World,OWID_WRL,1925,304.84
World,OWID_WRL,1928,306.84
World,OWID_WRL,1929,305.62
World,OWID_WRL,1931,305.74
World,OWID_WRL,1932,308.26
World,OWID_WRL,1933,307.11
World,OWID_WRL,1934,308.35
World,OWID_WRL,1935,306.32
World,OWID_WRL,1936,308.3
World,OWID_WRL,1937,307.41
World,OWID_WRL,1938,311.07
World,OWID_WRL,1939,310.83
World,OWID_WRL,1940,310.38
World,OWID_WRL,1941,309.77
World,OWID_WRL,1942,312.37
World,OWID_WRL,1944,312.36
World,OWID_WRL,1945,310.94
World,OWID_WRL,1946,312.26
World,OWID_WRL,1947,311.61
World,OWID_WRL,1948,311.57
World,OWID_WRL,1949,309.69
World,OWID_WRL,1950,312.83
World,OWID_WRL,1952,312.18
World,OWID_WRL,1954,312.73
World,OWID_WRL,1955,314.71
World,OWID_WRL,1956,315.34
World,OWID_WRL,1957,315.34
World,OWID_WRL,1958,315.34
World,OWID_WRL,1959,315.97
World,OWID_WRL,1960,316.91
World,OWID_WRL,1961,317.64
World,OWID_WRL,1962,318.45
World,OWID_WRL,1963,318.99
World,OWID_WRL,1964,319.62
World,OWID_WRL,1965,320.04
World,OWID_WRL,1966,321.38
World,OWID_WRL,1967,322.16
World,OWID_WRL,1968,323.04
World,OWID_WRL,1969,324.62
World,OWID_WRL,1970,325.68
World,OWID_WRL,1971,326.32
World,OWID_WRL,1972,327.45
World,OWID_WRL,1973,329.68
World,OWID_WRL,1974,330.18
World,OWID_WRL,1975,331.11
World,OWID_WRL,1976,332.04
World,OWID_WRL,1977,333.83
World,OWID_WRL,1978,335.4
World,OWID_WRL,1979,336.84
World,OWID_WRL,1980,338.75
World,OWID_WRL,1981,340.11
World,OWID_WRL,1982,341.45
World,OWID_WRL,1983,343.05
World,OWID_WRL,1984,344.65
World,OWID_WRL,1985,346.12
World,OWID_WRL,1986,347.42
World,OWID_WRL,1987,349.19
World,OWID_WRL,1988,351.57
World,OWID_WRL,1989,353.12
World,OWID_WRL,1990,354.39
World,OWID_WRL,1991,355.61
World,OWID_WRL,1992,356.45
World,OWID_WRL,1993,357.1
World,OWID_WRL,1994,358.83
World,OWID_WRL,1995,360.82
World,OWID_WRL,1996,362.61
World,OWID_WRL,1997,363.73
World,OWID_WRL,1998,366.7
World,OWID_WRL,1999,368.38
World,OWID_WRL,2000,369.55
World,OWID_WRL,2001,371.14
World,OWID_WRL,2002,373.28
World,OWID_WRL,2003,375.8
World,OWID_WRL,2004,377.52
World,OWID_WRL,2005,379.8
World,OWID_WRL,2006,381.9
World,OWID_WRL,2007,383.79
World,OWID_WRL,2008,385.6
World,OWID_WRL,2009,387.43
World,OWID_WRL,2010,389.9
World,OWID_WRL,2011,391.65
World,OWID_WRL,2012,393.85
World,OWID_WRL,2013,396.52
World,OWID_WRL,2014,398.65
World,OWID_WRL,2015,400.83
World,OWID_WRL,2016,404.24
World,OWID_WRL,2017,406.55
World,OWID_WRL,2018,408.52
