,Id,Name,Playlist_Id,Album_Id,Date_added,Duration,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Mode,Track_Number
28,2xYesf0e5q56yfoMz3zXCL,Come On (Benaski Remix) [feat. Misa Sugiyama],3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,261000.0,9.0,0.715,0.7979999999999999,-6.376,0.0511,0.0209,7.65e-05,0.284,0.555,96.993,1,0,29.0
29,3BcPVQCHpnaVWs3sbKgps0,Good Morning Blues,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,247640.0,8.0,0.665,0.73,-6.149,0.029,0.00456,0.12,0.141,0.3720000000000001,125.991,5,1,30.0
30,6OTvtL2LH1H5YhypqrlZHd,Hop on Hop Off (Pascal And Pearce Mix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,201586.0,10.0,0.815,0.784,-6.2879999999999985,0.235,0.0798,0.0106,0.307,0.5329999999999999,128.01,2,1,31.0
31,7EaNTAt4Lyxb7Bwxu7sKRJ,The Subject Is Swing,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,283986.0,8.0,0.7979999999999999,0.778,-6.197,0.0749,9.940000000000003e-05,0.203,0.105,0.962,131.012,4,0,32.0
32,4OWVb7kfeqMcwiWZoW9fxL,Dig It (Minimatic Remix) [feat. Myra Taylor],3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,247720.0,0.0,0.894,0.66,-6.794,0.22,0.473,0.000298,0.434,0.867,103.032,7,0,33.0
33,0ZWDuvBvPFiFSnpvsWaj9I,Booty Swing,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,198520.0,13.0,0.8590000000000001,0.655,-5.7570000000000014,0.0484,0.273,0.211,0.077,0.911,112.963,9,0,34.0
34,3bnUfzUJQbW4bHW7VoLup1,Tequila (Gardener Of Delight Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,292293.0,0.0,0.813,0.809,-6.59,0.219,0.0886,0.202,0.0566,0.8959999999999999,91.996,10,1,35.0
35,77acdySQJkVovHC0mbxHV2,Baby Don't You Cry (Skeewiff Remix) [feat. Philou],3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,254533.0,7.0,0.763,0.8440000000000001,-7.615,0.0768,0.031,0.000254,0.168,0.505,99.945,7,1,36.0
36,1Tmp3aG1VGoWkVfjfOZ48h,Don't Worry Be Happy,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,251133.0,0.0,0.741,0.951,-5.96,0.118,0.0544,0.00162,0.0772,0.847,156.058,1,0,37.0
37,0U8RwYHPJWVflvHKbVOoVk,Straight to Memphis (feat. Brenda Boykin),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,315253.0,0.0,0.89,0.833,-6.559,0.13,0.0365,0.0,0.041,0.838,103.979,10,0,38.0
38,7GQSGi0DqNJF5V1gD13eXF,In the Mood,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,317013.0,10.0,0.8909999999999999,0.7759999999999999,-8.812999999999997,0.133,0.0863,0.342,0.0743,0.648,128.02700000000002,8,1,39.0
39,470XmqLuWmhw1wYCdK6Jpj,Christopher Columbus (Squirrels & Onions Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,200560.0,9.0,0.61,0.7659999999999999,-7.1370000000000005,0.434,0.00913,0.453,0.0987,0.64,120.071,2,1,40.0
40,3qmXWHpwOMihU0ibvDEETr,Minor Swing,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,259519.0,10.0,0.605,0.898,-6.709,0.109,0.189,0.0974,0.364,0.754,105.024,9,0,41.0
41,2giBdjYeB2Xktv3AXf6m2p,Baby Baby Baby (DJ Kobayashi & Herbert Newbert Electro Mix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,225080.0,8.0,0.841,0.737,-5.81,0.0423,0.175,0.455,0.369,0.8270000000000001,120.693,11,0,42.0
42,1Qfa80O4yFI9Wj5QJDi4PX,This is Swing,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,282733.0,10.0,0.773,0.879,-5.68,0.0739,0.0449,0.008879999999999999,0.342,0.5760000000000001,126.002,11,0,43.0
43,7DiX9s5ABXOHfYUGOarmvy,What Will Santa Say When He Finds Everyone Swinging,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,201440.0,8.0,0.7809999999999999,0.826,-5.047,0.188,0.0219,0.409,0.0862,0.915,119.064,10,1,44.0
44,5MGnLvzb52DWw7zzFr9BQY,Cheek to Cheek,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,203253.0,9.0,0.7020000000000001,0.8270000000000001,-4.767,0.111,0.0753,0.0126,0.0208,0.924,192.068,0,1,45.0
45,2mGZKtOCwZkVgjMpFOCQrc,Venus In Hollywood (6u5 Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,242360.0,7.0,0.789,0.889,-9.141,0.0436,0.0289,0.8640000000000001,0.117,0.5479999999999999,119.985,1,1,46.0
46,0RKBr41JWCD7191MY1gnU6,Wake Up Sister (feat. Max The Sax),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,176440.0,14.0,0.628,0.6459999999999999,-6.558,0.0328,0.147,0.201,0.114,0.255,127.902,6,0,47.0
47,3NpIjtzn7GAISrH7furhGV,Do What (feat. Anqui),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,221773.0,0.0,0.5539999999999999,0.774,-5.943,0.35,0.201,8.240000000000001e-05,0.7020000000000001,0.687,99.415,2,1,48.0
48,47sIsdKh2nO3guNMbMyI2d,Ping Pong (Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,230320.0,17.0,0.853,0.711,-6.377000000000002,0.227,0.0783,2.7e-05,0.0981,0.763,109.986,10,0,49.0
49,4bZL9D6SpeHtsRQwsAkL99,Got 'Til It's Gone (DJ Kobayashi & Herbert Newbert Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,263680.0,7.0,0.5489999999999999,0.887,-4.331,0.265,0.0334,0.003820000000000001,0.328,0.667,99.033,1,1,50.0
50,0Xmz2sF0mYYKwFvgyB3DaA,Bei Mir Bist du Schoen,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,179160.0,22.0,0.867,0.894,-4.026,0.26,0.254,0.00389,0.154,0.726,128.083,3,0,51.0
51,4AT3kVZturKLGJyzl7LXqg,The Sweet Escape (Bengi Jumping Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,249066.0,8.0,0.785,0.866,-5.158,0.0337,0.0506,0.0,0.35100000000000003,0.897,109.998,1,1,52.0
52,0v4WWEaAydWr1O4CltqDeb,"Doo Uap, Doo Uap, Doo Uap (Bart & Baker Remix)",3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,283946.0,11.0,0.7440000000000001,0.711,-6.2360000000000015,0.0687,0.127,0.705,0.0867,0.386,120.966,6,1,53.0
53,2poI5jibZSwRYxv8EKq8di,The Hit and the Swing (feat. Iain Mackenzie),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,240453.0,0.0,0.802,0.882,-6.0120000000000005,0.0856,0.0196,0.00588,0.259,0.763,106.639,5,0,54.0
54,0CqPp5o2fJ459d1OI8wxwt,Leaving (Doc Gee Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,299400.0,7.0,0.6559999999999999,0.825,-6.135,0.0584,0.00902,0.0111,0.134,0.777,98.017,7,1,55.0
55,3Vhzli0aXCc3jyDoy1E8AW,Singapore Sling,3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,290120.0,0.0,0.952,0.725,-6.042000000000002,0.0486,0.159,4.370000000000001e-05,0.0741,0.926,117.97,0,1,56.0
56,0cOCRibTIyKqdHj6oWtANb,Daddy (feat. Sammy Kaye),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,207093.0,8.0,0.727,0.769,-5.353,0.0767,0.0665,0.00661,0.0678,0.813,78.023,10,1,57.0
57,3DAYZdjzo6Rz9t3pcu22Nr,Relax-Ay-Voo (feat. Kitten & The Hip),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,203520.0,12.0,0.737,0.725,-6.268,0.0921,0.0656,0.00023,0.324,0.5760000000000001,94.956,1,1,58.0
58,5kUx58A5AHLJzhuBpdjQ4O,My Man (Remix),3ypuzkCtKGOQ0Y63x295Jx,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,235480.0,8.0,0.759,0.61,-6.984,0.0335,0.28600000000000003,0.38,0.0811,0.718,90.01,5,0,59.0
59,7uzE5HstEaUXxsAIbPsyVt,Singing in the Rain,,5VOdrHq3pi0FTHQZtBaj7V,2018-10-24T14:52:55Z,274786.0,8.0,0.6970000000000001,0.862,-6.227,0.0652,0.0651,0.562,0.284,0.76,121.982,7,1,60.0
60,7c1QnSNfgHPLgyqUcdE1Il,Charm School,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,127666.0,10.0,0.7240000000000001,0.924,-5.276,0.0347,0.00636,0.000797,0.122,0.698,121.238,5,1,1.0
61,4CRCRTuI9PdGFgU8fAAoSy,Little Black Ache,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,167266.0,11.0,0.797,0.599,-6.769,0.033,0.0171,0.0,0.381,0.94,117.557,9,1,2.0
62,2xfMLcCOnnlMsOZqWixs7d,Busted Heart,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,233933.0,25.0,0.802,0.444,-7.447,0.0295,0.281,8.290000000000001e-05,0.185,0.731,83.932,7,1,3.0
63,2SuybSHoi70J5fUME8Q2FK,Bishop Allen Drive,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,176066.0,11.0,0.612,0.29100000000000004,-12.577,0.0333,0.435,1.07e-05,0.117,0.475,144.143,7,1,4.0
64,6rZ5CodWX2uark8j0cKoNB,Eve Of Destruction,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,215693.0,12.0,0.865,0.365,-11.531,0.0357,0.149,0.0,0.103,0.608,100.19,7,1,5.0
65,2FRbM1h221JsP1ZlfrgJHI,Things Are What You Make Of Them,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,237240.0,16.0,0.684,0.58,-7.763,0.0248,0.00717,5.44e-05,0.0757,0.684,100.524,0,1,6.0
66,0IuHqFbdeZoZD1TKa9i0ub,Ghosts Are Good Company,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,180800.0,12.0,0.6809999999999999,0.315,-10.117,0.0323,0.27,1.01e-06,0.0806,0.622,95.966,0,1,7.0
67,5fTIK3UUgvh2ChxU0lDvnh,Empire City,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,161800.0,9.0,0.8809999999999999,0.53,-8.603,0.0418,0.085,0.0,0.339,0.96,120.247,0,1,8.0
68,1Dy4LJG6uP0QdNzzLhhMeo,Coupla Easy Things,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,141466.0,7.0,0.662,0.298,-12.384,0.0322,0.5539999999999999,0.000106,0.0854,0.411,111.144,7,1,9.0
69,5ZeboDymWIImPyntfGmWcX,Penitentiary Bound,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,117333.0,7.0,0.735,0.701,-6.246,0.0365,0.309,0.0,0.197,0.8490000000000001,133.455,2,1,10.0
70,3YhdOEtTP4hkT6IHh6yDQv,Quarter To Three,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,200693.0,7.0,0.703,0.7140000000000001,-8.437999999999999,0.0306,0.0311,0.0,0.282,0.721,136.43,7,1,11.0
71,0zuGY4HG7c4GbjNl5fDik0,Another Wasted Night,03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,151733.0,7.0,0.65,0.7,-8.092,0.0273,0.241,4.28e-05,0.152,0.96,124.156,9,1,12.0
72,5WPGvdsnBaSH3dGhIm5eQn,Things Are What You Make Of Them (reprise),03aHsHAJv9vHySsb82CYB7,1D4pWDyvBQeq4x4UKTVvuI,2017-03-29T18:14:26Z,216133.0,7.0,0.901,0.344,-12.81,0.0529,0.0179,0.0457,0.0997,0.472,100.528,5,1,13.0
73,7mjTG9PuYLZ8pkO8UKQraE,Luck Of Mine,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,201786.0,3.0,0.8190000000000001,0.223,-12.595,0.0932,0.945,0.257,0.128,0.234,134.31799999999998,7,1,1.0
74,384GhXVQVcRGOGr6NyQ5hP,Walk On By,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,173080.0,1.0,0.6940000000000001,0.909,-5.766,0.0338,0.00964,0.313,0.0914,0.962,126.021,7,1,2.0
75,2KETUETiu2QctsbjEGwOVN,People You Meet,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,233866.0,5.0,0.903,0.507,-8.084,0.0438,0.132,0.0131,0.0772,0.637,120.021,7,1,3.0
76,2J1xInkOjRsso3R836X1o2,Fireflies,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,257240.0,7.0,0.655,0.429,-13.667,0.0323,0.501,0.404,0.123,0.276,119.962,5,1,4.0
77,092l1HUugQlo2Iwhpj7Ag9,Begin To See,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,148693.0,1.0,0.674,0.6609999999999999,-6.896,0.0633,0.181,0.0001,0.106,0.349,96.629,9,1,5.0
78,039fuEKgAqb6fis3uzXzCO,Cassandra,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,189400.0,1.0,0.732,0.183,-14.602,0.055,0.7609999999999999,1.96e-05,0.121,0.213,120.116,5,1,6.0
79,1EGNjqmeIjJmATE8XgVMXY,Clementines,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,247440.0,4.0,0.649,0.499,-7.692,0.0282,0.295,0.000531,0.328,0.466,135.985,7,1,7.0
80,4qqNZZprC5xAq5s7y8Zdok,St. Ivan's Day School,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,212600.0,1.0,0.6659999999999999,0.455,-8.024,0.0407,0.657,2.39e-05,0.081,0.799,108.007,7,1,8.0
81,3BElHfHvQAyHdwketja6A3,Song For Daniel,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,173906.0,4.0,0.542,0.2,-12.055,0.0477,0.826,0.0039,0.101,0.394,117.088,0,1,9.0
82,4wdCrRmDxx6I85t0YHCQoY,Abe Lincoln,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,168866.0,4.0,0.675,0.449,-5.155,0.0319,0.901,0.00548,0.119,0.6609999999999999,127.978,0,1,10.0
83,6vyhyCwXMb35Fda1H4GYIX,Tea For Two,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,162746.0,4.0,0.5479999999999999,0.885,-7.879,0.0374,0.16399999999999998,1.14e-05,0.337,0.963,169.96099999999996,7,1,11.0
84,48Bw9gywokX9eEzlev3WzF,Don Christopher,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,191666.0,1.0,0.708,0.561,-13.79,0.128,0.718,0.0,0.12,0.621,109.986,7,1,12.0
85,5vhMnOugXP4AKOZ0FCAtAk,WEKH,03aHsHAJv9vHySsb82CYB7,7qscw1Uae7FHpSse64nqd1,2017-03-29T18:14:31Z,168573.0,2.0,0.847,0.468,-13.274,0.0438,0.825,0.006540000000000001,0.11,0.354,125.988,0,1,13.0
