date,text,retweets,replies,favorites,tweet_interactions
2019-07-06,6,14217,2011,151375,167603
2019-07-07,10,5667,2453,65637,73757
2019-07-08,21,3413,2054,85723,91190
2019-07-09,17,3468,2338,106059,111865
2019-07-10,3,10892,1907,90051,102850
2019-07-11,4,5931,2287,71258,79476
2019-07-12,12,3873,2007,85461,91341
2019-07-13,12,2803,1620,89926,94349
2019-07-14,3,65597,3308,416299,485204
2019-07-15,2,131,189,2943,3263
2019-07-16,15,23648,5282,190503,219433
2019-07-17,12,85597,5218,539708,630523
2019-07-18,15,1524,1191,37835,40550
2019-07-19,5,39317,2578,292454,334349
2019-07-20,5,268,239,5487,5994
2019-07-21,6,177787,8440,752790,939017
2019-07-22,21,99189,15023,873758,987970
2019-07-23,2,292,246,13882,14420
2019-07-24,3,2065,407,30696,33168
2019-07-25,9,6560,2261,121881,130702
2019-07-26,7,16583,3862,194417,214862
2019-07-27,14,19589,5286,305077,329952
2019-07-28,21,33520,5828,292396,331744
2019-07-29,1,1912,649,17617,20178
2019-07-30,1,211,243,2344,2798
2019-07-31,5,401,530,14489,15420
2019-08-01,5,51150,3031,299646,353827
2019-08-02,2,62,78,1611,1751
2019-08-03,5,2074,1080,49162,52316
2019-08-04,32,107448,13534,834420,955402
2019-08-05,2,4018,1276,74144,79438
2019-08-06,7,1286,1004,33323,35613
2019-08-07,8,24776,4752,255984,285512
2019-08-08,5,452,301,8020,8773
2019-08-09,27,8372,4788,150517,163677
2019-08-10,6,24948,3846,164899,193693
2019-08-11,6,3066,1910,37556,42532
2019-08-13,1,20,52,710,782
2019-08-14,2,20837,2145,204688,227670
2019-08-15,13,32516,5111,315077,352704
2019-08-16,9,37507,11491,445491,494489
2019-08-17,6,18036,8771,274695,301502
2019-08-18,19,39685,15616,554514,609815
2019-08-19,3,5110,3384,106317,114811
2019-08-20,16,8038,6210,144622,158870
2019-08-21,2,311,280,15639,16230
2019-08-23,1,301,146,16653,17100
2019-08-24,15,7078,3664,104838,115580
2019-08-25,1,41,76,1585,1702
2019-08-26,6,5730,2286,107584,115600
2019-08-27,13,18913,6317,235700,260930
2019-08-28,10,5288,3255,107639,116182
2019-08-29,3,246,228,5136,5610
2019-08-30,7,58659,3154,410680,472493
2019-09-03,6,1441,1657,21998,25096
2019-09-04,5,5073,1887,79278,86238
2019-09-05,9,21049,7080,303143,331272
2019-09-06,7,839,818,17026,18683
2019-09-07,23,41134,4976,402448,448558
2019-09-08,2,391,514,11839,12744
2019-09-09,22,20732,7042,244941,272715
2019-09-10,14,3311,1711,75127,80149
2019-09-11,11,63708,4388,426245,494341
2019-09-12,17,7710,5131,156706,169547
2019-09-13,6,2014,1242,30183,33439
2019-09-14,16,2993,2213,51888,57094
2019-09-15,9,2124,2058,42173,46355
2019-09-16,7,510,637,11149,12296
2019-09-17,21,15361,3844,238799,258004
2019-09-18,10,15681,2892,165329,183902
2019-09-19,10,5532,1783,66112,73427
2019-09-20,3,2412,696,21021,24129
2019-09-21,6,536,515,12062,13113
2019-09-22,13,11492,2776,144212,158480
2019-09-23,8,6733,2768,110660,120161
2019-09-24,18,60610,3429,390990,455029
2019-09-25,3,680,322,8087,9089
2019-09-26,24,29895,9040,376132,415067
2019-09-27,15,36918,9891,399232,446041
2019-09-28,5,27587,3922,211902,243411
2019-09-29,1,52,125,1559,1736
2019-09-30,2,210,250,4220,4680
2019-10-01,17,8611,2954,132591,144156
2019-10-02,8,2576,1868,60089,64533
2019-10-03,4,849,1117,12604,14570
2019-10-04,6,4109,1659,55163,60931
2019-10-05,5,302,390,6718,7410
2019-10-06,8,6441,6624,100595,113660
2019-10-07,9,14413,3823,204446,222682
2019-10-08,6,2012,972,25252,28236
2019-10-09,26,65533,18011,646155,729699
2019-10-10,7,3511,1663,67719,72893
2019-10-11,1,183,318,4094,4595
2019-10-12,23,13408,6090,163229,182727
2019-10-13,11,88605,13339,682753,784697
2019-10-14,27,3890,2147,75478,81515
2019-10-15,7,32586,6211,308608,347405
2019-10-16,3,3019,1181,44749,48949
2019-10-17,5,7324,8269,149002,164595
2019-10-21,3,3038,1889,42151,47078
2019-10-22,5,40371,8949,450779,500099
2019-10-23,5,8387,3254,111352,122993
2019-10-24,11,75950,5281,498215,579446
2019-10-25,10,30603,9163,362810,402576
2019-10-26,4,47815,3885,375731,427431
2019-10-27,2,4945,2502,154955,162402
2019-10-28,17,19454,5826,379720,405000
2019-10-29,1,59658,4111,371074,434843
2019-10-30,15,77016,6822,832940,916778
2019-10-31,2,513,368,6618,7499
2019-11-01,2,5835,1569,98586,105990
2019-11-04,4,4233,1708,58246,64187
2019-11-05,5,930,678,13322,14930
2019-11-06,9,9259,3432,114591,127282
2019-11-07,11,2591,1205,26618,30414
2019-11-08,9,5693,2094,76104,83891
2019-11-09,2,359,324,4872,5555
2019-11-10,4,366,446,10053,10865
2019-11-11,1,6504,1101,79534,87139
2019-11-12,3,7854,3557,106885,118296
2019-11-13,4,2202,1016,30115,33333
2019-11-14,9,2494,2168,29694,34356
2019-11-15,3,10853,1691,150699,163243
2019-11-16,3,6284,2239,65206,73729
2019-11-18,5,1904,860,22055,24819
2019-11-19,9,12259,7000,165737,184996
2019-11-20,3,1237,1057,26364,28658
2019-11-21,7,19217,5793,247092,272102
2019-11-22,10,69008,28903,683032,780943
2019-11-23,13,80335,23267,1034947,1138549
2019-11-24,22,163946,30788,1418445,1613179
2019-11-25,5,21184,10616,440762,472562
2019-11-26,3,848,764,29076,30688
2019-11-27,7,37938,6779,480533,525250
2019-11-29,1,383,186,13247,13816
2019-12-01,12,27291,18773,578798,624862
2019-12-02,2,58042,10971,527431,596444
2019-12-03,4,619,700,21156,22475
2019-12-04,1,2271,738,34417,37426
2019-12-07,13,47218,13550,569058,629826
2019-12-08,1,661,777,12450,13888
2019-12-09,1,280,202,13871,14353
2019-12-10,6,3918,1442,75865,81225
2019-12-11,1,50,52,1549,1651
2019-12-12,17,247879,24779,1620754,1893412
2019-12-13,5,136142,5440,794375,935957
2019-12-14,3,70787,6019,571648,648454
2019-12-17,3,932,1308,31354,33594
2019-12-18,5,18175,2544,148114,168833
2019-12-19,8,26175,5068,318272,349515
2019-12-20,5,4232,2514,88083,94829
2019-12-21,10,24476,3271,278866,306613
2019-12-22,27,29700,8854,546875,585429
2019-12-23,3,63534,13891,630016,707441
2019-12-24,7,580,833,14012,15425
2019-12-26,20,6458,4614,163744,174816
2019-12-27,2,6730,2426,113542,122698
2019-12-28,19,14726,16855,219374,250955
2019-12-29,24,45314,9131,423664,478109
2019-12-30,47,32460,9123,352025,393608
2019-12-31,4,827,798,21331,22956
2020-01-01,3,31542,6199,386506,424247
2020-01-04,3,502,512,10902,11916
2020-01-05,4,32076,2513,322905,357494
2020-01-06,2,215,178,3651,4044
2020-01-07,13,44445,9930,431728,486103
2020-01-08,2,3287,1838,100397,105522
2020-01-09,2,67746,8454,479266,555466
2020-01-10,15,70724,8690,641004,720418
2020-01-11,6,9325,3028,140727,153080
2020-01-12,10,17415,5364,236687,259466
2020-01-13,1,221,142,3602,3965
2020-01-14,7,4739,3563,79367,87669
2020-01-15,1,272,372,13406,14050
2020-01-16,6,5166,1988,90530,97684
2020-01-17,20,47977,8722,423965,480664
2020-01-18,2,40366,3879,409327,453572
2020-01-19,3,6417,2362,122331,131110
2020-01-20,3,2197,997,46041,49235
2020-01-21,6,1082,608,19211,20901
2020-01-22,11,13937,6683,214904,235524
2020-01-23,7,2439,1521,44921,48881
2020-01-24,1,12482,2522,162618,177622
2020-01-25,11,18656,3404,201595,223655
2020-01-26,2,201,181,6936,7318
2020-01-27,3,1771,786,34231,36788
2020-01-28,5,40610,9017,497916,547543
2020-01-29,10,43445,7591,487733,538769
2020-01-30,5,27453,7669,341417,376539
2020-01-31,15,98256,16083,1012842,1127181
2020-02-01,7,10064,3748,83587,97399
2020-02-02,14,17490,11946,242378,271814
2020-02-03,16,15229,6646,218866,240741
2020-02-04,4,5628,3985,115754,125367
2020-02-05,10,28182,14167,359391,401740
2020-02-06,25,65228,18368,782371,865967
2020-02-07,7,3153,1470,58435,63058
2020-02-08,11,18541,5487,266410,290438
2020-02-09,5,11861,5399,205890,223150
2020-02-10,21,11741,8310,232608,252659
2020-02-12,6,25173,3268,379696,408137
2020-02-13,2,15990,1761,137537,155288
2020-02-14,8,23745,3435,166135,193315
2020-02-15,19,12700,6263,204396,223359
2020-02-16,3,6473,3548,78125,88146
2020-02-17,4,571,284,6855,7710
2020-02-18,5,1170,1194,22711,25075
2020-02-19,5,8527,2542,171851,182920
2020-02-20,16,4933,3248,80666,88847
2020-02-21,4,74616,7302,588510,670428
2020-02-22,5,3419,2292,64034,69745
2020-02-25,14,70099,9754,690115,769968
2020-02-26,9,3974,2002,72583,78559
2020-02-27,2,774,801,20793,22368
2020-02-28,2,678,715,9435,10828
